;Sexe;Age_en_Classes;Age;Niv_Education;Sexe_Age;Sexe_Educ;Age_Educ;Sex_Age_Edu;Important;Relance;CulturePays
638;Homme;25_29;28;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;le bonheur.;la santé. pouvoir vivre normalement avec un travail suffisamment rémunéré.;médiocre.
637;Femme;60_64;64;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;le travail, les relations familiales.;la méthode d enseignement est à revoir.
412;Homme;50_54;52;faible;H31_55;H_faible;31_55_faible;H31_55_faible;la sécurité des enfants.;la santé.;elle n est pas mal, mais en retard sur les autres pays.
620;Femme;50_54;53;faible;F31_55;F_faible;31_55_faible;F31_55_faible;la santé.;les enfants et leur réussite.;
619;Femme;30_34;34;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;la bonne santé.;être heureux. un bon travail. situation pour les enfants.;la liberté de tous les modes d expressions.
659;Homme;35_39;39;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;prendre le temps de vivre à tout les niveaux (la vie).;proche de la nature. qualité des choses. beauté. qualité de vie.;elle se casse la figure quand on regarde la télévision. les jeunes de 18 ans sont dans le bon sens. essayer de prendre de l intérêt et apprécier la musique, l art, littérature.
658;Femme;25_29;25;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;la famille.;les enfants, le bonheur.;rien
657;Femme;30_34;33;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;ses enfants, le mari, la famille.;l'argent, la santé.;?
656;Femme;30_34;32;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la santé.;les enfants, la famille, la sécurité. financier, environnement.;
655;Homme;65_70;66;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;le bon rapport entre ?? et jeunes dans le foyer. l'argent.;ne sais pas.
654;Homme;50_54;52;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;l'argent.;la santé.;littérature, arts, musique, peinture, théâtre, cinéma.
650;Homme;>70;;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;pouvoir se déplacer facilement à mon âge. c'est tout.;ne sais pas. je ne m occupe plus de tout ça. je ne sors plus depuis longtemps. c est tout.
649;Homme;60_64;63;faible;H>55;H_faible;>55_faible;H>55_faible;appartements plus propres, pas défectueux.;la propreté dans les rues. avoir plus d'argent. la médecine. c'est tout.;il faudrait qu elle change un petit peu. que les jeunes soient plus consciencieux dans la vie, ils devraient plus rendre service. un laisser aller. c est tout.
648;Femme;>70;90;faible;F>55;F_faible;>55_faible;F>55_faible;la sécurité.;travail. c'est tout.;ne sais pas. elle dit qu elle est maintenant trop vieille pour s occuper de ça.
647;Homme;>70;81;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;d'avoir de la famille autour de moi. c'est tout.;Paris. qu il y ait moins d autoroutes. que chacun respire mieux. c est tout.
646;Femme;18_19;19;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;les enfants.;ne sais pas.;ne sais pas.
645;Femme;55_59;56;moyen;F>55;F_moyen;>55_moyen;F>55_moyen;la santé.;avoir de l'argent. avoir un logement. le travail.;les gens en France ne sont pas très instruits, ils n ont pas un niveau très élevé. les gens ne lisent pas beaucoup, ne lisent pas assez en commençant par moi. c est tout.
209;Femme;35_39;39;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;c'est d'être heureux.;après c'est l'argent. que ce qu'on désire réussisse. c'est tout.;la bonne éducation. je ne sais pas.
210;Homme;60_64;64;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;bien s'entendre dans le couple. avoir assez d'argent. c'est tout.;les livres. je ne lis pas beaucoup. la télévision, je ne sais pas.
495;Femme;40_44;40;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;la famille.;la vie à la campagne. la santé. résoudre les problèmes du tiers monde.;la langue française. la tradition de démocratie (la révolution de 1789). la terre d asile des artistes du monde entier. la tradition de liberté individuelle, ainsi que le passé historique. la cuisine.
842;Homme;40_44;44;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;la santé.;le travail.;ne sais pas.
846;Femme;50_54;54;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la santé.;la sécurité, la franchise.;à rien. c est idiot.
843;Femme;40_44;42;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la santé de la famille.;le bonheur, sécurité matérielle.;les beauxarts, littérature.
841;Femme;55_59;58;moyen;F>55;F_moyen;>55_moyen;F>55_moyen;la santé.;l'argent, la ???;que du bien, on est bien placé.
848;Homme;>70;72;moyen;H>55;H_moyen;>55_moyen;H>55_moyen;la santé.;l'entente.;actuellement, est en recul par rapport à la culture anglosaxonne.
446;Femme;20_24;23;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;avoir une bonne santé.;voir grandir mes enfants.;espérons que les hommes trouveront du travail.
447;Femme;18_19;19;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;du travail.;de s'amuser.;aucune idée.
488;Femme;20_24;23;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;l'amour.;l'amitié.;ciel ! les zappis 88 ...
487;Femme;30_34;32;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;vivre.;mes enfants.;je ne comprends pas.
485;Homme;30_34;34;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;la santé.;le bonheur.;nulle
483;Homme;>70;75;faible;H>55;H_faible;>55_faible;H>55_faible;santé.;pouvoir vivre convenablement.;ce n est plus le même que dans mon temps pour apprendre à l école.
301;Femme;18_19;18;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;la confiance.;le respect des autres.;il y a peu de culture française. peu de personnes la possèdent.
889;Femme;50_54;52;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la santé.;certaine aisance. sécurité de pays. voir les gens heureux. l'amitié.;de plus en plus analphabète. de moins en moins d intérêt. les méthodes d enseignement superficielles.
892;Femme;30_34;30;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;être avec des gens que l'on aime.;communiquer. être le moins possible seul. avoir une vie associative et transformer la société de façon à ne plus avoir de besoins matériels et de se préoccuper que de plaisirs.;littérature, écrivains, roman. gastronomie, architecture. toute forme d arts.
891;Femme;35_39;37;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;mon foyer.;avoir du travail sans soucis de licenciement. la santé des miens. la paix. l'équilibre en tout point. la sécurité.;c est un art de penser, de lire, de philosopher. de lire les grands classiques. le théâtre, de Molière, de LaFontaine.
198;Homme;35_39;38;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;la justice.;l'amour. la santé.;elle s appauvrit de plus en plus. à cause de la télévision notamment. les gens ne lisent plus.
317;Homme;60_64;60;moyen;H>55;H_moyen;>55_moyen;H>55_moyen;la santé.;les relations familiales et amicales. un but dans la vie.;forte baisse. j espère qu on arrivera à rattraper un certain niveau. les gens ne font pas d effort.
316;Femme;>70;75;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;les enfants. le calme dans l'environnement. la famille.;pas tellement. pas d effort pour comprendre. lorsque les gens ont le choix par exemple à la télévision, ils regardent ce qu il y a de plus bête et laissent ce qui pourraient leur apprendre.
217;Femme;40_44;43;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;être bien.;avoir de l'argent pour faire ce que l'on a envie. et ne pas s'ennuyer. c'est tout.;le théâtre, la musique, c est de bonne qualité. c est tout. j en pense rien d autre.
216;Homme;18_19;19;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;faire ce que j'ai envie de faire à chaque instant de ma vie.;être libre. dire ce que je pense. c'est tout.;littérature, musique, la télévision. il y a toute sorte de littérature, et c est bien. l école, c est trop de bourrage de crâne. la télévision aussi.
116;Homme;60_64;62;faible;H>55;H_faible;>55_faible;H>55_faible;le travail.;avoir une retraite rémunérante pour faire face à tout ce qui nous entoure.;la culture française a tout le temps été bonne. qu il faudrait faire apprendre le français de plus en plus. le français dans les pays étrangers pour être à égalité avec l anglais. continuer dans ce sens, faire progresser la culture.
820;Femme;50_54;54;faible;F31_55;F_faible;31_55_faible;F31_55_faible;la santé.;la famille. ne pas avoir de dettes.;cinéma, musique.
819;Homme;40_44;40;faible;H31_55;H_faible;31_55_faible;H31_55_faible;réussir ma vie. travail. couple. connaître quelqu'un.;la santé. réussir en affaire.;liberté. aisé. sport. c est bien fait.
839;Homme;25_29;27;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;être heureux.;être en bonne santé. pas de soucis d'argent. s'entendre avec tout le monde.;littérature.
834;Femme;20_24;24;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;être en bonne santé.;avoir l'argent nécessaire pour être heureux.;les champs. culture physique.
435;Homme;55_59;57;moyen;H>55;H_moyen;>55_moyen;H>55_moyen;la santé.;d'avoir de l'argent. une situation stable.;les gens ne s intéressent plus à rien. les possibilités d être cultivé ont considérablement évoluées, mais sans résultat chez l individu.
53;Homme;45_49;46;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;d'avoir un foyer.;d'avoir du travail. le foyer, le travail, les enfants, leur avenir, la santé et ensuite les loisirs.;la France est un pays assez renommé. la France doit garder son rang, justifier son rang de civilisation. c est trop vaste, culture c est artiste, écrivain, la langue française doit se maintenir.
54;Homme;40_44;40;faible;H31_55;H_faible;31_55_faible;H31_55_faible;la santé.;le travail, la vie de famille.;moyennement. comment on est visàvis des autres.
32;Homme;>70;84;faible;H>55;H_faible;>55_faible;H>55_faible;la famille.;la santé, les amis.;ça ne s améliore pas.
968;Homme;60_64;63;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;vivre le plus longtemps possible à deux. profiter de nos enfants et petitsenfants.;
969;Homme;35_39;38;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;les enfants.;la maison, le travail qui va avec, ma femme, le jardin, la vie.;le mode de vie des français. son histoire, ses richesses, ses découvertes, son prestige ou d un pays étranger.
364;Femme;30_34;30;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;le bonheur.;les enfants. le travail. le ski. pouvoir m'éclater. avoir de l'argent pour les loisirs. ne voit rien d'autre.;la première chose qui me vient à l esprit c est le ministre français Léotard. la langue française. les écrivains.
477;Femme;40_44;40;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;être tolérant.;être en bonne santé. avoir des enfants.;culture ancienne importante. littérature, les arts. l esprit de contestation est riche.
478;Homme;30_34;33;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;la santé.;mon niveau de vie.;éventails.
409;Femme;65_70;67;moyen;F>55;F_moyen;>55_moyen;F>55_moyen;la santé.;la bonne entente avec la famille. un certain confort. avoir suffisamment d'argent pour vivre décemment.;il faudrait qu elle se développe davantage sur les arts et loisirs.
411;Femme;55_59;55;faible;F31_55;F_faible;31_55_faible;F31_55_faible;la santé.;le travail, la sécurité.;je ne sais pas.
408;Femme;25_29;27;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;une bonne entente dans le foyer.;avoir de l'argent pour vivre aisément. la santé.;les gens étudient, mais sont sans travail. il est dommage de forcer les enfants à étudier s ils n ont pas envie.
413;Homme;30_34;30;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;la réussite professionnelle.;la famille. argent. la santé. la nourriture.;elle est insuffisante, surtout pour les enfants.
288;Homme;35_39;38;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;la vie tout court.;la famille et les enfants, surtout eux avant même la femme.;c est la France en premier. son image de marque qu elle donne aux autres pays.
289;Femme;30_34;31;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;ma fille qui a 10 ans.;et une bonne entente du couple. si le couple marche tout va.;c est un critère de qualité. non ça résume tout ce qui fait la culture française.
290;Femme;20_24;20;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;avoir du travail, car je suis au chômage.;une vie plus humaine, moins égoïste, et moins stressante que la vie de la plupart des gens. surtout quand on habite dans une grande cité.;pas grand chose. je ne vois pas.
322;Femme;60_64;62;faible;F>55;F_faible;>55_faible;F>55_faible;de vivre en parfaite harmonie avec sa famille.;la santé pour tout le monde.;il y a pas mal de chose qui intéressent, les pièces sont bonnes et la télévision peut apprendre beaucoup de choses en choisissant des pièces aux autres programmes.
321;Homme;25_29;26;superieur;H<=30;H_superieur;<=30_superieur;H<=30_superieur;famille.;condition de vie. éducation des enfants. travail.;a un rayonnement international. les français sont assez cultivés.
220;Femme;55_59;58;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;l'argent. mener une vie saine. c'est tout.;elle a fait du progrès. je ne sais pas. ce n est pas aussi sain qu autrefois. surtout avec les produits chimiques.
219;Femme;30_34;32;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la santé.;mes enfants. mon travail. l'entente dans le ménage et partout.;les livres, le sport. la télévision. tout ça s est stable. c est tout.
211;Homme;>70;74;faible;H>55;H_faible;>55_faible;H>55_faible;c'est la santé.;c'est de garder les enfants si possible près de nous. les garder en bonne santé.;dans l ensemble c est bien. c est l évolution de la vie, mais moi je trouve ça bien, très normal.
516;Femme;25_29;28;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;l'amour.;vivre comme on a envie. la santé. le reste, on se débrouille.;l art (peinture, musique), la littérature.
518;Homme;35_39;35;faible;H31_55;H_faible;31_55_faible;H31_55_faible;c'est d'avoir du travail.;une bonne santé et faire ce qu'on veut, être libre de faire ce qu'on veut, c'est-à-dire ne pas être limité par l'argent.;les gens deviennent de plus en plus intelligents avec l informatique, le progrès. rien du tout.
515;Femme;35_39;35;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;l'amour.;un travail enrichissant. des amis sur qui on peut compter réciproquement. des centres d'intérêts (loisirs, culturels, etc.). des projets. une bonne santé.;la plupart des français manquent de culture. c est l envie d apprendre, c est quelque chose de très individuel, dépasser la superficialité des choses. ça passe par la lecture, le cinéma, la musique, tout ce qui sort l esprit des tracas quotidiens.
514;Femme;20_24;23;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;la santé.;le bienêtre des enfants. d'avoir de l'argent pour manger. d'avoir une maison où on peut vivre bien, assez grande pour toute la famille.;pas grand chose. je ne vois pas.
513;Homme;55_59;56;moyen;H>55;H_moyen;>55_moyen;H>55_moyen;l'amour.;la peinture (artistique). la famille. la santé. le sport. la liberté. la mer. la paix dans le monde.;le savoir, la peinture, la musique, la poésie, la chanson.
479;Homme;20_24;20;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;faire quelque chose qui m'intéresse dans le travail.;réussir mes buts fixés.;
480;Femme;>70;71;faible;F>55;F_faible;>55_faible;F>55_faible;le mariage.;avoir une petite famille heureuse. la santé.;
524;Homme;35_39;39;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;la valeur familiale.;la sécurité de l'emploi. la paix dans le monde. les libertés individuelles et collectives. le niveau de vie. la sécurité en général.;c est une histoire de moyens financiers, de temps libre, probablement de volonté personnelle, c est quelque chose qui n est pas accessible à tout le monde, ne serait-ce qu au niveau de l inégalité des chances.
